algorithm,matrix,time_ns,flops
cusparse1,m133-b3,4109989.0,1558738964.994797
cusparse1,m133-b3,4079560.0,1570365431.5661492
cusparse1,m133-b3,4093710.0,1564937428.3962467
cusparse1,m133-b3,4090274.0,1566252040.8168256
cusparse1,m133-b3,4081613.0,1569575557.5063093
cusparse1,m133-b3,4058660.0,1578452001.3994765
cusparse1,m133-b3,4099733.0,1562638347.4240882
cusparse1,m133-b3,4086649.0,1567641360.9292111
cusparse1,m133-b3,4103600.0,1561165805.6340775
cusparse1,m133-b3,4110596.0,1558508790.4527712
cusparse1,webbase-1M,30127624.0,4615312179.944891
cusparse1,webbase-1M,30099585.0,4619611532.850038
cusparse1,webbase-1M,30159255.0,4610471644.607932
cusparse1,webbase-1M,30780871.0,4517363722.423579
cusparse1,webbase-1M,30107581.0,4618384652.025017
cusparse1,webbase-1M,30126270.0,4615519611.289416
cusparse1,webbase-1M,30159777.0,4610391847.393302
cusparse1,webbase-1M,30806802.0,4513561323.242834
cusparse1,webbase-1M,30146291.0,4612454314.860824
cusparse1,webbase-1M,30132523.0,4614561814.15675
cusparse1,mc2depi,5117204.0,3279791073.406493
cusparse1,mc2depi,4939811.0,3397571283.5976925
cusparse1,mc2depi,5050779.0,3322925037.900094
cusparse1,mc2depi,5155430.0,3255472385.426628
cusparse1,mc2depi,5153610.0,3256622057.159932
cusparse1,mc2depi,5142650.0,3263562560.158673
cusparse1,mc2depi,5138800.0,3266007628.240056
cusparse1,mc2depi,5163020.0,3250686613.648601
cusparse1,mc2depi,5151939.0,3257678322.6664753
cusparse1,mc2depi,5137820.0,3266630594.298749
cusparse1,mario002,6660497.0,3852374379.8698506
cusparse1,mario002,6669156.0,3847372591.074493
cusparse1,mario002,6703946.0,3827406724.3381734
cusparse1,mario002,6609953.0,3881832140.1075015
cusparse1,mario002,6648473.0,3859341536.0188723
cusparse1,mario002,6645156.0,3861267967.223042
cusparse1,mario002,6658847.0,3853328962.2062197
cusparse1,mario002,6640220.0,3864138236.3837347
cusparse1,mario002,6630223.0,3869964554.736696
cusparse1,mario002,6631214.0,3869386208.920418
cusparse1,majorbasis,7830255.0,4898451966.123709
cusparse1,majorbasis,7845665.0,4888830710.972238
cusparse1,majorbasis,7835796.0,4894988077.790692
cusparse1,majorbasis,7827146.0,4900397667.297889
cusparse1,majorbasis,7811176.0,4910416562.115615
cusparse1,majorbasis,7830465.0,4898320597.818904
cusparse1,majorbasis,7860475.0,4879619615.862908
cusparse1,majorbasis,7780564.0,4929736199.072458
cusparse1,majorbasis,7838559.0,4893262651.974681
cusparse1,majorbasis,7854968.0,4883040643.83203
cusparse1,shipsec1,211649086.0,4258362712.7026668
cusparse1,shipsec1,211692895.0,4257481461.5294485
cusparse1,shipsec1,211644724.0,4258450477.603212
cusparse1,shipsec1,211684378.0,4257652758.863481
cusparse1,shipsec1,211648520.0,4258374100.607932
cusparse1,shipsec1,211739894.0,4256536446.5517297
cusparse1,shipsec1,213119197.0,4228988231.407422
cusparse1,shipsec1,211209763.0,4267220242.08701
cusparse1,shipsec1,211645287.0,4258439149.6513696
cusparse1,shipsec1,211764728.0,4256037275.480551
cusparse1,rma10,41628889.0,7517868612.827981
cusparse1,rma10,41599878.0,7523111437.971045
cusparse1,rma10,41626870.0,7518233246.938816
cusparse1,rma10,41657863.0,7512639762.630166
cusparse1,rma10,41627734.0,7518077203.049294
cusparse1,rma10,41648464.0,7514335174.521682
cusparse1,rma10,41675423.0,7509474300.956705
cusparse1,rma10,41659863.0,7512279097.029196
cusparse1,rma10,41656652.0,7512858162.485069
cusparse1,rma10,41667226.0,7510951604.985655
cusparse1,pdb1HYS,0.0,0.0
cusparse1,pdb1HYS,0.0,0.0
cusparse1,pdb1HYS,0.0,0.0
cusparse1,pdb1HYS,0.0,0.0
cusparse1,pdb1HYS,0.0,0.0
cusparse1,pdb1HYS,0.0,0.0
cusparse1,pdb1HYS,0.0,0.0
cusparse1,pdb1HYS,0.0,0.0
cusparse1,pdb1HYS,0.0,0.0
cusparse1,pdb1HYS,0.0,0.0
cusparse1,pkustk12,0.0,0.0
cusparse1,pkustk12,0.0,0.0
cusparse1,pkustk12,0.0,0.0
cusparse1,pkustk12,0.0,0.0
cusparse1,pkustk12,0.0,0.0
cusparse1,pkustk12,0.0,0.0
cusparse1,pkustk12,0.0,0.0
cusparse1,pkustk12,0.0,0.0
cusparse1,pkustk12,0.0,0.0
cusparse1,pkustk12,0.0,0.0
cusparse1,SiO2,0.0,0.0
cusparse1,SiO2,0.0,0.0
cusparse1,SiO2,0.0,0.0
cusparse1,SiO2,0.0,0.0
cusparse1,SiO2,0.0,0.0
cusparse1,SiO2,0.0,0.0
cusparse1,SiO2,0.0,0.0
cusparse1,SiO2,0.0,0.0
cusparse1,SiO2,0.0,0.0
cusparse1,SiO2,0.0,0.0
cusparse1,case39,0.0,0.0
cusparse1,case39,0.0,0.0
cusparse1,case39,0.0,0.0
cusparse1,case39,0.0,0.0
cusparse1,case39,0.0,0.0
cusparse1,case39,0.0,0.0
cusparse1,case39,0.0,0.0
cusparse1,case39,0.0,0.0
cusparse1,case39,0.0,0.0
cusparse1,case39,0.0,0.0
cusparse1,gupta3,0.0,0.0
cusparse1,gupta3,0.0,0.0
cusparse1,gupta3,0.0,0.0
cusparse1,gupta3,0.0,0.0
cusparse1,gupta3,0.0,0.0
cusparse1,gupta3,0.0,0.0
cusparse1,gupta3,0.0,0.0
cusparse1,gupta3,0.0,0.0
cusparse1,gupta3,0.0,0.0
cusparse1,gupta3,0.0,0.0
