algorithm,matrix,time_ns,flops
cusparse2,m133-b3,4471339.0,1432769915.231209
cusparse2,m133-b3,4455980.0,1437708427.7757082
cusparse2,m133-b3,4470369.0,1433080803.844157
cusparse2,m133-b3,4399019.0,1456324694.210232
cusparse2,m133-b3,4477579.0,1430773192.3881187
cusparse2,m133-b3,4417789.0,1450137161.371899
cusparse2,m133-b3,4478490.0,1430482149.1172247
cusparse2,m133-b3,4415559.0,1450869527.5048978
cusparse2,m133-b3,4481563.0,1429501269.9810312
cusparse2,m133-b3,4425973.0,1447455734.5921452
cusparse2,webbase-1M,34815029.0,3993918545.9245205
cusparse2,webbase-1M,34978578.0,3975244219.4762745
cusparse2,webbase-1M,34975191.0,3975629182.411041
cusparse2,webbase-1M,34970985.0,3976107335.8385525
cusparse2,webbase-1M,34986331.0,3974363302.0564513
cusparse2,webbase-1M,34981542.0,3974907395.44872
cusparse2,webbase-1M,35729531.0,3891693680.5019913
cusparse2,webbase-1M,34999429.0,3972875957.490621
cusparse2,webbase-1M,35015727.0,3971026790.333383
cusparse2,webbase-1M,34766635.0,3999477947.7507677
cusparse2,mc2depi,5670688.0,2959669091.2989745
cusparse2,mc2depi,5646741.0,2972220613.624744
cusparse2,mc2depi,5664556.0,2962872994.8119497
cusparse2,mc2depi,5712195.0,2938163000.387767
cusparse2,mc2depi,5636899.0,2977410097.2893076
cusparse2,mc2depi,5636262.0,2977746598.7209253
cusparse2,mc2depi,5709315.0,2939645123.8020673
cusparse2,mc2depi,5674122.0,2957877888.4204464
cusparse2,mc2depi,5639095.0,2976250621.7753024
cusparse2,mc2depi,5675015.0,2957412447.3679805
cusparse2,mario002,6360642.0,4033983990.9241867
cusparse2,mario002,6368112.0,4029251998.0804353
cusparse2,mario002,6310264.0,4066189306.818225
cusparse2,mario002,6373885.0,4025602595.591229
cusparse2,mario002,6377998.0,4023006592.3507657
cusparse2,mario002,6374975.0,4024914293.781544
cusparse2,mario002,6333692.0,4051148682.3167276
cusparse2,mario002,6322559.0,4058282097.4861603
cusparse2,mario002,6364662.0,4031436076.2598233
cusparse2,mario002,6362409.0,4032863652.745367
cusparse2,majorbasis,8007797.0,4789847694.690562
cusparse2,majorbasis,7942922.0,4828969490.069272
cusparse2,majorbasis,8002018.0,4793306888.337417
cusparse2,majorbasis,7974463.0,4809869705.333137
cusparse2,majorbasis,8010184.0,4788420340.906027
cusparse2,majorbasis,8021060.0,4781927575.657083
cusparse2,majorbasis,7964463.0,4815908869.185531
cusparse2,majorbasis,7975281.0,4809376371.816867
cusparse2,majorbasis,7950391.0,4824432911.538565
cusparse2,majorbasis,8006471.0,4790640970.285161
cusparse2,shipsec1,71938507.0,12528458173.311827
cusparse2,shipsec1,73236471.0,12306417331.33209
cusparse2,shipsec1,72976540.0,12350250861.441223
cusparse2,shipsec1,73244175.0,12305122912.504646
cusparse2,shipsec1,71747264.0,12561852895.184963
cusparse2,shipsec1,73163197.0,12318742386.284733
cusparse2,shipsec1,71966806.0,12523531695.987732
cusparse2,shipsec1,71899386.0,12535275002.209337
cusparse2,shipsec1,73221857.0,12308873510.268934
cusparse2,shipsec1,71757300.0,12560095990.233747
cusparse2,rma10,28021874.0,11168436415.066317
cusparse2,rma10,28369492.0,11031586959.6819
cusparse2,rma10,28214822.0,11092060690.65401
cusparse2,rma10,27890242.0,11221147453.650635
cusparse2,rma10,28001265.0,11176656411.772825
cusparse2,rma10,28307203.0,11055861576.998617
cusparse2,rma10,27989269.0,11181446646.570154
cusparse2,rma10,28283528.0,11065115992.601772
cusparse2,rma10,28002528.0,11176152310.248562
cusparse2,rma10,28267100.0,11071546709.779213
cusparse2,pdb1HYS,76146561.0,14585626762.5796
cusparse2,pdb1HYS,76494560.0,14519271932.54004
cusparse2,pdb1HYS,76207199.0,14574020992.426188
cusparse2,pdb1HYS,77697428.0,14294492708.304321
cusparse2,pdb1HYS,78571334.0,14135502879.459827
cusparse2,pdb1HYS,77947000.0,14248724363.990917
cusparse2,pdb1HYS,76501258.0,14518000710.524263
cusparse2,pdb1HYS,76121798.0,14590371577.928308
cusparse2,pdb1HYS,76140961.0,14586699503.30677
cusparse2,pdb1HYS,76086087.0,14597219567.882366
cusparse2,pkustk12,0.0,0.0
cusparse2,pkustk12,0.0,0.0
cusparse2,pkustk12,0.0,0.0
cusparse2,pkustk12,0.0,0.0
cusparse2,pkustk12,0.0,0.0
cusparse2,pkustk12,0.0,0.0
cusparse2,pkustk12,0.0,0.0
cusparse2,pkustk12,0.0,0.0
cusparse2,pkustk12,0.0,0.0
cusparse2,pkustk12,0.0,0.0
cusparse2,SiO2,0.0,0.0
cusparse2,SiO2,0.0,0.0
cusparse2,SiO2,0.0,0.0
cusparse2,SiO2,0.0,0.0
cusparse2,SiO2,0.0,0.0
cusparse2,SiO2,0.0,0.0
cusparse2,SiO2,0.0,0.0
cusparse2,SiO2,0.0,0.0
cusparse2,SiO2,0.0,0.0
cusparse2,SiO2,0.0,0.0
cusparse2,case39,0.0,0.0
cusparse2,case39,0.0,0.0
cusparse2,case39,0.0,0.0
cusparse2,case39,0.0,0.0
cusparse2,case39,0.0,0.0
cusparse2,case39,0.0,0.0
cusparse2,case39,0.0,0.0
cusparse2,case39,0.0,0.0
cusparse2,case39,0.0,0.0
cusparse2,case39,0.0,0.0
cusparse2,gupta3,0.0,0.0
cusparse2,gupta3,0.0,0.0
cusparse2,gupta3,0.0,0.0
cusparse2,gupta3,0.0,0.0
cusparse2,gupta3,0.0,0.0
cusparse2,gupta3,0.0,0.0
cusparse2,gupta3,0.0,0.0
cusparse2,gupta3,0.0,0.0
cusparse2,gupta3,0.0,0.0
cusparse2,gupta3,0.0,0.0
